空中	空中	kong1zhong1	kōngzhōng	trên không; trên trời
控制	控制	kong4zhi4	kòngzhì	khống chế; kiểm soát
口号	口號	kou3hao4	kǒuhào	khẩu hiệu
库	庫	ku4	kù	kho; kho chứa
快活	快活	kuai4huo5	kuàihuo	vui vẻ; sung sướng
宽度	寬度	kuan1du4	kuāndù	chiều rộng
狂	狂	kuang2	kuáng	điên cuồng; ngông cuồng
亏	虧	kui1	kuī	thiếu hụt; lỗ vốn; may mà
困扰	困擾	kun4rao3	kùnrǎo	làm khổ; quấy rầy; gây khó khăn
来信	來信	lai2xin4	láixìn	thư gửi đến; gửi thư đến
烂	爛	lan4	làn	nát; nhừ; thối rữa
朗读	朗讀	lang3du2	lǎngdú	đọc to; đọc thành tiếng
浪漫	浪漫	lang4man4	làngmàn	lãng mạn
劳动	勞動	lao2dong4	láodòng	lao động
梨	梨	li2	lí	quả lê
礼	禮	li3	lǐ	lễ; nghi lễ; quà
礼拜	禮拜	li3bai4	lǐbài	lễ bái; tuần lễ; chủ nhật
礼貌	禮貌	li3mao4	lǐmào	lễ phép; lịch sự
厉害	厲害	li4hai5	lìhai	ghê gớm; lợi hại; dữ dội
立	立	li4	lì	đứng; dựng lên; lập
立场	立場	li4chang3	lìchǎng	lập trường; quan điểm
利润	利潤	li4run4	lìrùn	lợi nhuận
例外	例外	li4wai4	lìwài	ngoại lệ
连接	連接	lian2jie1	liánjiē	nối; kết nối; liên kết
联络	聯絡	lian2luo4	liánluò	liên lạc; liên hệ
联想	聯想	lian2xiang3	liánxiǎng	liên tưởng
脸盆	臉盆	lian3pen2	liǎnpén	chậu rửa mặt
脸色	臉色	lian3se4	liǎnsè	sắc mặt; vẻ mặt
恋爱	戀愛	lian4ai4	liànài	yêu đương; tình yêu
两岸	兩岸	liang3an4	liǎngàn	hai bờ; đôi bờ
邻居	鄰居	lin2ju1	línjū	hàng xóm; láng giềng
铃	鈴	ling2	líng	cái chuông nhỏ
铃声	鈴聲	ling2sheng1	língshēng	tiếng chuông; nhạc chuông
领带	領帶	ling3dai4	lǐngdài	cà vạt
令	令	ling4	lìng	ra lệnh; khiến cho; mệnh lệnh
流动	流動	liu2dong4	liúdòng	lưu động; chảy; di chuyển
流通	流通	liu2tong1	liútōng	lưu thông; lưu hành
漏	漏	lou4	lòu	rò rỉ; để lọt; bỏ sót
漏洞	漏洞	lou4dong4	lòudòng	lỗ hổng; kẽ hở
逻辑	邏輯	luo2ji5	luóji	logic; lô-gích
落实	落實	luo4shi2	luòshí	thực hiện; triển khai cụ thể
码头	碼頭	ma3tou2	mǎtóu	bến tàu; bến cảng
骂	罵	ma4	mà	mắng; chửi
买卖	買賣	mai3mai4	mǎimài	mua bán; buôn bán
漫长	漫長	man4chang2	màncháng	dài đằng đẵng; dài dằng dặc
漫画	漫畫	man4hua4	mànhuà	truyện tranh
毛笔	毛筆	mao2bi3	máobǐ	bút lông
矛盾	矛盾	mao2dun4	máodùn	mâu thuẫn
冒	冒	mao4	mào	bốc lên; tỏa ra; liều, mạo
贸易	貿易	mao4yi4	màoyì	mậu dịch; thương mại
煤	煤	mei2	méi	than (đá)
煤气	煤氣	mei2qi4	méiqì	khí ga; ga đốt
门诊	門診	men2zhen3	ménzhěn	khám ngoại trú; phòng khám
迷人	迷人	mi2ren2	mírén	quyến rũ; mê hoặc
迷信	迷信	mi2xin4	míxìn	mê tín
面貌	面貌	mian4mao4	miànmào	diện mạo; bộ mặt
面子	面子	mian4zi5	miànzi	thể diện; mặt ngoài
秒	秒	miao3	miǎo	giây (đơn vị thời gian)
敏感	敏感	min3gan3	mǐngǎn	nhạy cảm
明亮	明亮	ming2liang4	míngliàng	sáng sủa; sáng rõ
明明	明明	ming2ming2	míngmíng	rõ ràng là; rành rành
命令	命令	ming4ling4	mìnglìng	mệnh lệnh; ra lệnh
模范	模範	mo2fan4	mófàn	gương mẫu; tấm gương
模仿	模仿	mo2fang3	mófǎng	bắt chước; mô phỏng
模糊	模糊	mo2hu5	móhu	mơ hồ; mờ nhạt
模式	模式	mo2shi4	móshì	mô hình; phương thức
摩擦	摩擦	mo2ca1	mócā	ma sát; cọ xát
摩托	摩托	mo2tuo1	mótuō	mô tô; xe máy
模样	模樣	mu2yang4	múyàng	dáng vẻ; bộ dạng
目光	目光	mu4guang1	mùguāng	ánh mắt; tầm nhìn
耐心	耐心	nai4xin1	nàixīn	kiên nhẫn; nhẫn nại
男性	男性	nan2xing4	nánxìng	nam giới; phái nam
南北	南北	nan2bei3	nánběi	nam bắc
南极	南極	nan2ji2	nánjí	Nam Cực
难得	難得	nan2de2	nándé	hiếm có; hiếm khi
难以	難以	nan2yi3	nányǐ	khó mà; khó lòng
脑子	腦子	nao3zi5	nǎozi	đầu óc; trí não
内在	內在	nei4zai4	nèizài	bên trong; nội tại
能量	能量	neng2liang4	néngliàng	năng lượng; năng lực
年度	年度	nian2du4	niándù	năm (tài khóa, học); hằng năm
年龄	年齡	nian2ling2	niánlíng	tuổi; độ tuổi
年前	年前	nian2qian2	niánqián	trước Tết; trước cuối năm
牛仔裤	牛仔褲	niu2zai3ku4	niúzǎikù	quần bò; quần jean
农产品	農產品	nong2chan3pin3	nóngchǎnpǐn	nông sản
女性	女性	nü3xing4	nǚxìng	nữ giới; phái nữ
暖	暖	nuan3	nuǎn	ấm; sưởi ấm
偶尔	偶爾	ou3er3	ǒuěr	thỉnh thoảng; đôi khi
偶然	偶然	ou3ran2	ǒurán	tình cờ; ngẫu nhiên
偶像	偶像	ou3xiang4	ǒuxiàng	thần tượng
拍摄	拍攝	pai1she4	pāishè	quay phim; chụp ảnh
排除	排除	pai2chu2	páichú	loại trừ; loại bỏ; gạt bỏ
旁	旁	pang2	páng	bên cạnh; khác
陪	陪	pei2	péi	đi cùng; bầu bạn với
赔	賠	pei2	péi	đền; bồi thường; lỗ vốn
赔偿	賠償	pei2chang2	péicháng	bồi thường
配备	配備	pei4bei4	pèibèi	trang bị; cấp phát
配套	配套	pei4tao4	pèitào	đồng bộ; ăn khớp thành bộ
喷	噴	pen1	pēn	phun; xịt
盆	盆	pen2	pén	cái chậu
披	披	pi1	pī	khoác (lên vai)
皮肤	皮膚	pi2fu1	pífū	da (người)
皮鞋	皮鞋	pi2xie2	píxié	giày da
脾气	脾氣	pi2qi5	píqi	tính khí; tính nết
匹	匹	pi3	pǐ	(lượng từ) con (ngựa); tấm (vải)
骗	騙	pian4	piàn	lừa; lừa gạt
骗子	騙子	pian4zi5	piànzi	kẻ lừa đảo
拼	拼	pin1	pīn	ghép lại; chắp vá; liều mạng
频道	頻道	pin2dao4	píndào	kênh (truyền hình); tần số
频繁	頻繁	pin2fan2	pínfán	thường xuyên; liên tục
品	品	pin3	pǐn	sản phẩm; phẩm chất; nếm
品种	品種	pin3zhong3	pǐnzhǒng	chủng loại; giống loài
平坦	平坦	ping2tan3	píngtǎn	bằng phẳng
平原	平原	ping2yuan2	píngyuán	đồng bằng
评估	評估	ping2gu1	pínggū	đánh giá; thẩm định
评论	評論	ping2lun4	pínglùn	bình luận; nhận xét
凭	憑	ping2	píng	dựa vào; căn cứ vào; bằng chứng
泼	潑	po1	pō	hắt; té (nước); làm đổ
葡萄	葡萄	pu2tao5	pútao	quả nho
葡萄酒	葡萄酒	pu2tao5jiu3	pútaojiǔ	rượu vang
期望	期望	qi1wang4	qīwàng	kỳ vọng; mong đợi
齐全	齊全	qi2quan2	qíquán	đầy đủ; đủ cả
其	其	qi2	qí	của nó; ấy, đó
启动	啟動	qi3dong4	qǐdòng	khởi động; mở máy; phát động
启发	啟發	qi3fa1	qǐfā	gợi mở; khai sáng cho
启事	啟事	qi3shi4	qǐshì	thông báo; cáo thị
起到	起到	qi3dao4	qǐdào	có (tác dụng); đóng (vai trò)
起码	起碼	qi3ma3	qǐmǎ	ít nhất; tối thiểu
气体	氣體	qi4ti3	qìtǐ	chất khí; thể khí
气象	氣象	qi4xiang4	qìxiàng	khí tượng; thời tiết
签	簽	qian1	qiān	ký (tên); thẻ tre, que xiên
签订	簽訂	qian1ding4	qiāndìng	ký kết (hiệp định, hợp đồng)
签名	簽名	qian1ming2	qiānmíng	chữ ký; ký tên
签约	簽約	qian1yue1	qiānyuē	ký hợp đồng
签证	簽證	qian1zheng4	qiānzhèng	thị thực; visa
签字	簽字	qian1zi4	qiānzì	ký tên
前景	前景	qian2jing3	qiánjǐng	triển vọng; viễn cảnh
前提	前提	qian2ti2	qiántí	tiền đề; điều kiện tiên quyết
欠	欠	qian4	qiàn	nợ; thiếu
枪	槍	qiang1	qiāng	súng
强度	強度	qiang2du4	qiángdù	cường độ; độ bền
墙壁	牆壁	qiang2bi4	qiángbì	bức tường
抢	搶	qiang3	qiǎng	giành giật; cướp; tranh làm
抢救	搶救	qiang3jiu4	qiǎngjiù	cấp cứu; cứu hộ
强迫	強迫	qiang3po4	qiǎngpò	ép buộc; cưỡng ép
悄悄	悄悄	qiao1qiao1	qiāoqiāo	lặng lẽ; khe khẽ
敲	敲	qiao1	qiāo	gõ; đập
敲门	敲門	qiao1men2	qiāomén	gõ cửa
瞧	瞧	qiao2	qiáo	nhìn; xem
琴	琴	qin2	qín	đàn (nhạc cụ dây)
勤奋	勤奮	qin2fen4	qínfèn	siêng năng; cần cù
青	青	qing1	qīng	xanh (lam, lục); đen; trẻ
清晨	清晨	qing1chen2	qīngchén	sáng sớm
清理	清理	qing1li3	qīnglǐ	dọn dẹp; thanh lý
情节	情節	qing2jie2	qíngjié	tình tiết; cốt truyện
情形	情形	qing2xing5	qíngxing	tình hình; hoàn cảnh
晴朗	晴朗	qing2lang3	qínglǎng	trời quang đãng; nắng đẹp
区域	區域	qu1yu4	qūyù	khu vực; vùng
全都	全都	quan2dou1	quándōu	tất cả; toàn bộ
全世界	全世界	quan2shi4jie4	quánshìjiè	toàn thế giới
泉	泉	quan2	quán	suối; nguồn nước
劝	勸	quan4	quàn	khuyên; khuyên nhủ
缺乏	缺乏	que1fa2	quēfá	thiếu; thiếu thốn
确立	確立	que4li4	quèlì	xác lập; thiết lập
群体	群體	qun2ti3	qúntǐ	nhóm; quần thể; cộng đồng
群众	群眾	qun2zhong4	qúnzhòng	quần chúng; đông đảo người dân
染	染	ran3	rǎn	nhuộm; nhiễm (bệnh, thói)
绕	繞	rao4	rào	quấn; vòng quanh; đi vòng
热量	熱量	re4liang4	rèliàng	nhiệt lượng; ca-lo
热门	熱門	re4men2	rèmén	ăn khách; được ưa chuộng
人间	人間	ren2jian1	rénjiān	nhân gian; cõi đời
人力	人力	ren2li4	rénlì	nhân lực; sức người
人士	人士	ren2shi4	rénshì	nhân sĩ; nhân vật (trong giới nào đó)
人物	人物	ren2wu4	rénwù	nhân vật
忍	忍	ren3	rěn	nhịn; chịu đựng
忍不住	忍不住	ren3bu5zhu4	rěnbuzhù	không nhịn được; không nhịn nổi
忍受	忍受	ren3shou4	rěnshòu	chịu đựng; nhẫn nhịn
认	認	ren4	rèn	nhận ra; nhận; thừa nhận
认定	認定	ren4ding4	rèndìng	xác định; cho rằng chắc chắn
扔	扔	reng1	rēng	ném; vứt đi
仍旧	仍舊	reng2jiu4	réngjiù	vẫn như cũ; vẫn còn
如此	如此	ru2ci3	rúcǐ	như thế; như vậy
如同	如同	ru2tong2	rútóng	giống như; như là
如下	如下	ru2xia4	rúxià	như sau
入门	入門	ru4men2	rùmén	nhập môn; vỡ lòng
软	軟	ruan3	ruǎn	mềm
软件	軟件	ruan3jian4	ruǎnjiàn	phần mềm
洒	灑	sa3	sǎ	rắc; vẩy; làm đổ
散文	散文	san3wen2	sǎnwén	văn xuôi; tản văn
杀	殺	sha1	shā	giết; tiêu diệt
杀毒	殺毒	sha1du2	shādú	diệt vi-rút
沙漠	沙漠	sha1mo4	shāmò	sa mạc
傻	傻	sha3	shǎ	ngốc; khờ
山区	山區	shan1qu1	shānqū	vùng núi
扇	扇	shan1, shan4	shān, shàn	quạt (bằng tay); tát | cái quạt; (lượng từ) cánh (cửa)
扇子	扇子	shan4zi5	shànzi	cái quạt
商标	商標	shang1biao1	shāngbiāo	nhãn hiệu; thương hiệu
上级	上級	shang4ji2	shàngjí	cấp trên
上下	上下	shang4xia4	shàngxià	trên dưới; khoảng chừng
上涨	上漲	shang4zhang3	shàngzhǎng	tăng lên; dâng lên (giá, mực nước)
稍	稍	shao1	shāo	hơi; một chút
稍微	稍微	shao1wei1	shāowēi	hơi; một chút
蛇	蛇	she2	shé	con rắn
舍不得	捨不得	she3bu5de5	shěbude	tiếc không nỡ; luyến tiếc
舍得	捨得	she3de5	shěde	nỡ bỏ ra; sẵn lòng buông
设想	設想	she4xiang3	shèxiǎng	hình dung; giả định; ý tưởng
社	社	she4	shè	hội; xã; cơ quan (báo, thông tấn)
社区	社區	she4qu1	shèqū	khu dân cư; cộng đồng dân cư
射	射	she4	shè	bắn; phóng ra
射击	射擊	she4ji1	shèjī	bắn (súng); xạ kích
摄像	攝像	she4xiang4	shèxiàng	quay phim; ghi hình
摄像机	攝像機	she4xiang4ji1	shèxiàngjī	máy quay phim
摄影	攝影	she4ying3	shèyǐng	chụp ảnh; nhiếp ảnh
摄影师	攝影師	she4ying3shi1	shèyǐngshī	thợ chụp ảnh; nhiếp ảnh gia
伸	伸	shen1	shēn	duỗi ra; vươn ra
深处	深處	shen1chu4	shēnchù	nơi sâu thẳm; đáy sâu
深度	深度	shen1du4	shēndù	độ sâu; chiều sâu
神	神	shen2	shén	thần; vị thần; tinh thần
神经	神經	shen2jing1	shénjīng	thần kinh
神奇	神奇	shen2qi2	shénqí	thần kỳ; kỳ diệu
神情	神情	shen2qing2	shénqíng	thần sắc; vẻ mặt
升高	升高	sheng1gao1	shēnggāo	dâng cao; nâng lên
生成	生成	sheng1cheng2	shēngchéng	sinh ra; tạo ra; hình thành
声	聲	sheng1	shēng	tiếng; âm thanh; thanh (điệu)
胜负	勝負	sheng4fu4	shèngfù	thắng thua; được thua
剩	剩	sheng4	shèng	còn thừa; còn lại
剩下	剩下	sheng4xia4	shèngxià	còn lại; thừa lại
失误	失誤	shi1wu4	shīwù	sai sót; sơ suất
师傅	師傅	shi1fu5	shīfu	sư phụ; bác thợ (cách gọi tôn kính)
诗歌	詩歌	shi1ge1	shīgē	thơ ca; bài thơ
十足	十足	shi2zu2	shízú	đầy đủ; mười mươi; hoàn toàn
时常	時常	shi2chang2	shícháng	thường xuyên; luôn luôn
时光	時光	shi2guang1	shíguāng	thời gian; tháng ngày
时机	時機	shi2ji1	shíjī	thời cơ; dịp
时事	時事	shi2shi4	shíshì	thời sự
实惠	實惠	shi2hui4	shíhuì	thiết thực; được lợi; rẻ mà tốt
拾	拾	shi2	shí	nhặt lên; thu dọn
使得	使得	shi3de5	shǐde	khiến cho; làm cho
示范	示範	shi4fan4	shìfàn	làm mẫu; thị phạm
式	式	shi4	shì	kiểu; dạng; thức
势力	勢力	shi4li5	shìli	thế lực
试图	試圖	shi4tu2	shìtú	thử; toan tính làm
视频	視頻	shi4pin2	shìpín	video; đoạn phim
视为	視為	shi4wei2	shìwéi	coi là; xem như
收购	收購	shou1gou4	shōugòu	thu mua; mua lại (công ty)
收集	收集	shou1ji2	shōují	thu thập; sưu tầm
收拾	收拾	shou1shi5	shōushi	dọn dẹp; thu xếp; trị (ai đó)
手段	手段	shou3duan4	shǒuduàn	thủ đoạn; biện pháp
手法	手法	shou3fa3	shǒufǎ	thủ pháp; kỹ xảo
寿司	壽司	shou4si1	shòusī	sushi; cơm cuộn Nhật
受灾	受災	shou4zai1	shòuzāi	bị thiên tai; vùng bị nạn
瘦	瘦	shou4	shòu	gầy; sút cân; chật (áo)
书法	書法	shu1fa3	shūfǎ	thư pháp
书柜	書櫃	shu1gui4	shūguì	tủ sách
书桌	書桌	shu1zhuo1	shūzhuō	bàn học; bàn viết
输出	輸出	shu1chu1	shūchū	xuất ra; xuất khẩu
蔬菜	蔬菜	shu1cai4	shūcài	rau xanh; rau củ
熟悉	熟悉	shu2xi1	shúxī	quen thuộc; thông thạo
鼠	鼠	shu3	shǔ	chuột
鼠标	鼠標	shu3biao1	shǔbiāo	chuột máy tính
数目	數目	shu4mu4	shùmù	số lượng; con số
摔	摔	shuai1	shuāi	ngã; ném mạnh; làm rơi vỡ
摔倒	摔倒	shuai1dao3	shuāidǎo	ngã; vấp ngã
率领	率領	shuai4ling3	shuàilǐng	dẫn đầu; chỉ huy
双手	雙手	shuang1shou3	shuāngshǒu	hai tay
水产品	水產品	shui3chan3pin3	shuǐchǎnpǐn	thủy sản
水分	水分	shui3fen4	shuǐfèn	lượng nước; độ ẩm; sự thổi phồng
水库	水庫	shui3ku4	shuǐkù	hồ chứa nước; đập nước
水灾	水災	shui3zai1	shuǐzāi	lũ lụt; nạn lụt
睡眠	睡眠	shui4mian2	shuìmián	giấc ngủ; ngủ
说法	說法	shuo1fa5	shuōfa	cách nói; luận điệu
硕士	碩士	shuo4shi4	shuòshì	thạc sĩ
私人	私人	si1ren2	sīrén	riêng tư; cá nhân
思维	思維	si1wei2	sīwéi	tư duy; suy nghĩ
四周	四周	si4zhou1	sìzhōu	xung quanh; bốn phía
搜	搜	sou1	sōu	tìm kiếm; lục soát
搜索	搜索	sou1suo3	sōusuǒ	tìm kiếm; truy tìm
宿舍	宿舍	su4she4	sùshè	ký túc xá
酸甜苦辣	酸甜苦辣	suan1tian2ku3la4	suāntiánkǔlà	chua ngọt đắng cay; mọi nỗi vui buồn của đời
随后	隨後	sui2hou4	suíhòu	sau đó; ngay sau đó
随意	隨意	sui2yi4	suíyì	tùy ý; tùy thích
随着	隨著	sui2zhe5	suízhe	cùng với; theo đà
岁月	歲月	sui4yue4	suìyuè	năm tháng; tháng ngày
碎	碎	sui4	suì	vỡ vụn; làm vỡ
损害	損害	sun3hai4	sǔnhài	tổn hại; làm hại
损失	損失	sun3shi1	sǔnshī	tổn thất; thiệt hại
所在	所在	suo3zai4	suǒzài	nơi; chỗ; chỗ ở
锁	鎖	suo3	suǒ	khóa; ổ khóa
台风	臺風	tai2feng1	táifēng	bão (nhiệt đới)
抬	抬	tai2	tái	nâng; khiêng
抬头	抬頭	tai2tou2	táitóu	ngẩng đầu lên; khấm khá lên
太空	太空	tai4kong1	tàikōng	vũ trụ; không gian vũ trụ
弹	彈	tan2	tán	gảy, chơi (đàn); bật
逃	逃	tao2	táo	chạy trốn; trốn
逃跑	逃跑	tao2pao3	táopǎo	bỏ chạy; chạy trốn
逃走	逃走	tao2zou3	táozǒu	chạy trốn; tẩu thoát
桃	桃	tao2	táo	quả đào
桃花	桃花	tao2hua1	táohuā	hoa đào
桃树	桃樹	tao2shu4	táoshù	cây đào
讨厌	討厭	tao3yan4	tǎoyàn	ghét; chán ghét; đáng ghét
特定	特定	te4ding4	tèdìng	nhất định; cụ thể
特性	特性	te4xing4	tèxìng	đặc tính; tính chất
特有	特有	te4you3	tèyǒu	riêng có; đặc hữu
提倡	提倡	ti2chang4	tíchàng	đề xướng; khuyến khích
提起	提起	ti2qi3	tíqǐ	nhắc đến; nhấc lên
提示	提示	ti2shi4	tíshì	nhắc nhở; gợi ý
题材	題材	ti2cai2	tícái	đề tài; chủ đề
体积	體積	ti3ji1	tǐjī	thể tích
体力	體力	ti3li4	tǐlì	thể lực; sức lực
天才	天才	tian1cai2	tiāncái	thiên tài; năng khiếu
天然气	天然氣	tian1ran2qi4	tiānránqì	khí đốt thiên nhiên
天文	天文	tian1wen2	tiānwén	thiên văn
调节	調節	tiao2jie2	tiáojié	điều tiết; điều chỉnh
调解	調解	tiao2jie3	tiáojiě	hòa giải
厅	廳	ting1	tīng	sảnh; phòng lớn; sở, ty
停留	停留	ting2liu2	tíngliú	dừng lại; lưu lại
通用	通用	tong1yong4	tōngyòng	dùng chung; thông dụng
偷	偷	tou1	tōu	ăn trộm; lấy trộm
偷偷	偷偷	tou1tou1	tōutōu	lén lút; vụng trộm
突破	突破	tu1po4	tūpò	đột phá; chọc thủng
土豆	土豆	tu3dou4	tǔdòu	khoai tây
吐	吐	tu3, tu4	tǔ, tù	nhổ ra; nói ra | nôn, mửa
兔	兔	tu4	tù	con thỏ
团长	團長	tuan2zhang3	tuánzhǎng	đoàn trưởng; trung đoàn trưởng
推行	推行	tui1xing2	tuīxíng	đẩy mạnh thực hiện; triển khai
脱离	脫離	tuo1li2	tuōlí	tách khỏi; thoát ly
外界	外界	wai4jie4	wàijiè	bên ngoài; giới bên ngoài
完了	完了	wan2le5	wánle	xong rồi; hỏng bét rồi
微博	微博	wei1bo2	wēibó	Weibo; tiểu blog
为难	為難	wei2nan2	wéinán	khó xử; làm khó
为期	為期	wei2qi1	wéiqī	kéo dài (bao lâu); hạn đến
为止	為止	wei2zhi3	wéizhǐ	cho đến (khi)
为主	為主	wei2zhu3	wéizhǔ	lấy ... làm chính
违法	違法	wei2fa3	wéifǎ	vi phạm pháp luật
违反	違反	wei2fan3	wéifǎn	vi phạm; trái với
违规	違規	wei2gui1	wéiguī	vi phạm quy định
围绕	圍繞	wei2rao4	wéirào	xoay quanh; vây quanh
唯一	唯一	wei2yi1	wéiyī	duy nhất
委托	委託	wei3tuo1	wěituō	ủy thác; giao phó
卫星	衛星	wei4xing1	wèixīng	vệ tinh
胃	胃	wei4	wèi	dạ dày
慰问	慰問	wei4wen4	wèiwèn	thăm hỏi; úy lạo
温和	溫和	wen1he2	wēnhé	ôn hòa; dịu dàng
文艺	文藝	wen2yi4	wényì	văn nghệ
卧室	臥室	wo4shi4	wòshì	phòng ngủ
握	握	wo4	wò	nắm; cầm chặt
污染	污染	wu1ran3	wūrǎn	ô nhiễm; làm ô nhiễm
污水	污水	wu1shui3	wūshuǐ	nước thải
屋	屋	wu1	wū	nhà; phòng
无奈	無奈	wu2nai4	wúnài	đành chịu; bất đắc dĩ
无疑	無疑	wu2yi2	wúyí	không nghi ngờ gì; chắc chắn
舞	舞	wu3	wǔ	múa; nhảy múa; vung (kiếm)
物价	物價	wu4jia4	wùjià	giá cả (hàng hóa)
物业	物業	wu4ye4	wùyè	bất động sản; ban quản lý tòa nhà
物质	物質	wu4zhi4	wùzhì	vật chất
误解	誤解	wu4jie3	wùjiě	hiểu lầm
西红柿	西紅柿	xi1hong2shi4	xīhóngshì	quả cà chua
西装	西裝	xi1zhuang1	xīzhuāng	com-lê; âu phục
喜剧	喜劇	xi3ju4	xǐjù	hài kịch
戏	戲	xi4	xì	kịch; tuồng; trò đùa
戏剧	戲劇	xi4ju4	xìjù	kịch; hí kịch
吓	嚇	xia4	xià	dọa; làm cho sợ
先后	先後	xian1hou4	xiānhòu	trước sau; lần lượt
先前	先前	xian1qian2	xiānqián	trước đây; trước kia
鲜艳	鮮艷	xian1yan4	xiānyàn	tươi thắm; sặc sỡ
闲	閒	xian2	xián	rỗi rãi; nhàn rỗi
显	顯	xian3	xiǎn	lộ ra; tỏ rõ; rõ rệt
现有	現有	xian4you3	xiànyǒu	hiện có; sẵn có
现状	現狀	xian4zhuang4	xiànzhuàng	hiện trạng; tình hình hiện nay
线索	線索	xian4suo3	xiànsuǒ	manh mối; đầu mối
献	獻	xian4	xiàn	hiến; dâng tặng
乡	鄉	xiang1	xiāng	nông thôn; quê hương; xã
乡村	鄉村	xiang1cun1	xiāngcūn	làng quê; nông thôn
相等	相等	xiang1deng3	xiāngděng	bằng nhau; tương đương
相应	相應	xiang1ying4	xiāngyìng	tương ứng; phù hợp
香肠	香腸	xiang1chang2	xiāngcháng	xúc xích; lạp xưởng
详细	詳細	xiang2xi4	xiángxì	tỉ mỉ; chi tiết
享受	享受	xiang3shou4	xiǎngshòu	hưởng thụ; tận hưởng
向导	嚮導	xiang4dao3	xiàngdǎo	người dẫn đường; hướng dẫn viên
向前	向前	xiang4qian2	xiàngqián	về phía trước; tiến lên
向上	向上	xiang4shang4	xiàngshàng	lên trên; vươn lên
相声	相聲	xiang4sheng5	xiàngsheng	tướng thanh (tấu hài Trung Quốc)
象征	象徵	xiang4zheng1	xiàngzhēng	tượng trưng; biểu tượng
消除	消除	xiao1chu2	xiāochú	xóa bỏ; loại bỏ
消毒	消毒	xiao1du2	xiāodú	khử trùng; sát trùng
消防	消防	xiao1fang2	xiāofáng	phòng cháy chữa cháy
消费者	消費者	xiao1fei4zhe3	xiāofèizhě	người tiêu dùng
消极	消極	xiao1ji2	xiāojí	tiêu cực; thụ động
小偷儿	小偷兒	xiao3tou1r5	xiǎotōur	kẻ trộm
歇	歇	xie1	xiē	nghỉ; nghỉ ngơi
协议	協議	xie2yi4	xiéyì	thỏa thuận; hiệp định
协议书	協議書	xie2yi4shu1	xiéyìshū	bản thỏa thuận; hợp đồng
斜	斜	xie2	xié	nghiêng; xiên
心态	心態	xin1tai4	xīntài	tâm lý; tâm thế
心疼	心疼	xin1teng2	xīnténg	thương xót; xót ruột; tiếc của
辛苦	辛苦	xin1ku3	xīnkǔ	vất vả; nhọc nhằn
欣赏	欣賞	xin1shang3	xīnshǎng	thưởng thức; tán thưởng
信念	信念	xin4nian4	xìnniàn	niềm tin; tín niệm
信箱	信箱	xin4xiang1	xìnxiāng	hòm thư; hộp thư
行驶	行駛	xing2shi3	xíngshǐ	chạy (xe cộ); lưu thông
形态	形態	xing2tai4	xíngtài	hình thái; hình dạng
性能	性能	xing4neng2	xìngnéng	tính năng; hiệu năng
雄伟	雄偉	xiong2wei3	xióngwěi	hùng vĩ; nguy nga
熊	熊	xiong2	xióng	con gấu
休闲	休閒	xiu1xian2	xiūxián	nghỉ ngơi thư giãn; giải trí
修复	修復	xiu1fu4	xiūfù	tu sửa; phục hồi
修建	修建	xiu1jian4	xiūjiàn	xây dựng; tu sửa
修养	修養	xiu1yang3	xiūyǎng	tu dưỡng; trình độ tu dưỡng
虚心	虛心	xu1xin1	xūxīn	khiêm tốn; cầu thị
许可	許可	xu3ke3	xǔkě	cho phép; giấy phép
选修	選修	xuan3xiu1	xuǎnxiū	học tự chọn; môn tự chọn
学科	學科	xue2ke1	xuékē	môn học; ngành học
学位	學位	xue2wei4	xuéwèi	học vị; bằng cấp
学者	學者	xue2zhe3	xuézhě	học giả
寻求	尋求	xun2qiu2	xúnqiú	tìm kiếm; mưu cầu
询问	詢問	xun2wen4	xúnwèn	hỏi; hỏi thăm
押金	押金	ya1jin1	yājīn	tiền đặt cọc
鸭子	鴨子	ya1zi5	yāzi	con vịt
亚军	亞軍	ya4jun1	yàjūn	á quân
延伸	延伸	yan2shen1	yánshēn	kéo dài; trải dài
严厉	嚴厲	yan2li4	yánlì	nghiêm khắc
严肃	嚴肅	yan2su4	yánsù	nghiêm túc; nghiêm trang
言语	言語	yan2yu3	yányǔ	lời nói; ngôn ngữ
研究所	研究所	yan2jiu1suo3	yánjiūsuǒ	viện nghiên cứu; cao học
眼光	眼光	yan3guang1	yǎnguāng	ánh mắt; tầm nhìn; con mắt (nhìn nhận)
邀请	邀請	yao1qing3	yāoqǐng	mời; lời mời
摇头	搖頭	yao2tou2	yáotóu	lắc đầu
咬	咬	yao3	yǎo	cắn
也好	也好	ye3hao3	yěhǎo	cũng được; hay là ...; dù ... hay ...
业务	業務	ye4wu4	yèwù	nghiệp vụ; công việc chuyên môn
夜间	夜間	ye4jian1	yèjiān	ban đêm; về đêm
一流	一流	yi1liu2	yīliú	hạng nhất; nhất lưu
依法	依法	yi1fa3	yīfǎ	theo pháp luật
依旧	依舊	yi1jiu4	yījiù	vẫn như cũ; vẫn thế
依据	依據	yi1ju4	yījù	căn cứ vào; căn cứ
依照	依照	yi1zhao4	yīzhào	theo; chiếu theo
一辈子	一輩子	yi1bei4zi5	yībèizi	cả đời; suốt đời
一带	一帶	yi1dai4	yīdài	vùng; dải (khu vực)
一旦	一旦	yi1dan4	yīdàn	một khi; hễ mà
